tensor(0.2781456709, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1754733622, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1671255976, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1621337086, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1595001519, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1589230448, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1585280150, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1582793593, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1576454192, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1564636976, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1551396102, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1556843519, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1537286490, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1544862092, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1557375789, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1552461833, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1558347791, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1538365036, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1546333730, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1543187946, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1537016183, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1547079980, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1547835767, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1553059965, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1554741412, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1554983407, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1541872919, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1540294588, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1553436518, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1560191512, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1552776843, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1562546641, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1550415903, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1538987756, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1534863263, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1541060507, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1556264311, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1552540362, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1545370221, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1555653512, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1549404413, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1549994200, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1557953060, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1551339477, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1543120593, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1559516490, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1537631452, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1539433450, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1543969065, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1557099372, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1556043476, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1562938839, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1559072137, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1552429050, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1558726430, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1546611935, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1545317918, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1546720117, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1534108073, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1547053158, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1534607410, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1539846957, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1548089683, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1542746574, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1543958932, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1545988917, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1543967426, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1546498388, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1544396728, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1532867253, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1542335153, device='cuda:0', grad_fn=<DivBackward0>)
