tensor(0.2775716782, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1779228151, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1695040017, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1665222645, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1625636965, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1633486599, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1620515138, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1593773961, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1609544307, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1609065086, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1619577408, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1600483060, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1594533473, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1599595249, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1604202092, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1597826332, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1594084948, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1599973887, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1596496403, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1588001400, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1598190963, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1600342393, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1584354639, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1589951813, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1585669816, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1596150398, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1592249423, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1578088105, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1593174934, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1594669074, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1594584435, device='cuda:0', grad_fn=<DivBackward0>)
