tensor(0.3273093104, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2506548166, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2435152531, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2403294742, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2357862145, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2365975529, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2361187041, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2351118326, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2327967584, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2350121886, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2355977148, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2320776433, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2328701764, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2305361032, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2315484136, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2324004918, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2315888256, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2296393961, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2305387110, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2314483374, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2323053032, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2309275419, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2320560217, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2305510491, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2315633446, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2301193029, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2302055210, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2294227183, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2307100296, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2317524999, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2312578410, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2291119248, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2307109684, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2326049805, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2314588428, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2310578525, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2309032232, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2312572598, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2309036553, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2291672379, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2260525376, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2249080688, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2245891392, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2247094810, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2254616916, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2253649682, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2241569012, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2238273174, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2227401584, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2237931937, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2230449468, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2250114679, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2240745276, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2246956378, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2236679345, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2254195213, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2249638140, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2240183055, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2247350365, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2244614214, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2250722349, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2245152146, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2249885798, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2258221805, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2254294604, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2241318077, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2230031639, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2233074456, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2234620750, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2242275774, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2248492986, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2255931199, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2246634960, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2226283550, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2245650738, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2227782458, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2233557403, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2232115269, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2228892595, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2241213322, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2251658440, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2237934619, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2250739038, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.2249507755, device='cuda:0', grad_fn=<DivBackward0>)
