tensor(0.2662101686, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1701356620, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1617736369, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1570736766, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1548402607, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1535944492, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1530957669, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1515525430, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1515612453, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496216655, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1512338221, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1498659551, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1497393399, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484530717, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1506235898, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484842151, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1489324123, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1495175511, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1497906148, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1483007967, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484349668, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484351307, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1473822743, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1477307528, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1479556412, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1490347534, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1481470317, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1476287246, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1479514390, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494228244, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1480589360, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484343559, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486237198, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1481440961, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1470654458, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1480366588, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1477034837, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1482275724, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1477850527, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1474628896, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1479915977, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1459111422, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1475149095, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1478728354, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1473003626, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1474537253, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1480142325, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1468549669, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1470872760, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1476411968, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1479872763, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1477675140, device='cuda:0', grad_fn=<DivBackward0>)
