tensor(0.2668253779, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1679289341, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1600827277, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1585580111, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1564269662, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1559191495, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1548260450, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1511291564, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1525412202, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1522928774, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1514223963, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1505078226, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1513204724, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1511957645, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1500833482, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1506892145, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1509395540, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1503844261, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1489100903, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1495945901, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1502328217, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496222019, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487378031, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496467143, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1489441395, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1497951746, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496243775, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1482382119, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1485795230, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1502593756, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496255696, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1478458196, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1473740488, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1475714594, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1493260115, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488472968, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1482939124, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1491751671, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1481747031, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1490306109, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1482228935, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1473612189, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486434489, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1490373462, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1463592649, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1470778137, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1465610862, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1461898685, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1469382644, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1468552500, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1470474601, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1468054503, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1469480544, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1457368433, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1467349827, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1464691013, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1461549401, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1475057751, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1472220123, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1457117945, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1472936869, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1460348219, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1461896747, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1468271315, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1469253898, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1469002664, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1467848569, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1468443871, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1468683779, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1462213993, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1458888352, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1469636410, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1479413360, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1479036063, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1465653628, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1468812376, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1463333517, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1470430940, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486400664, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1482036263, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486995369, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1473466456, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1474789530, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1476842910, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1480280906, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1477106065, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1479011178, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486076713, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1470526010, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1481887251, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1474442780, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1473963857, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1481499076, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1489190161, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1476005763, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1471141428, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1477802843, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1461476982, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1469253302, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1462301165, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1399491727, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1369826198, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1349614412, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1349812150, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1340246797, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1343206018, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1331634820, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1337191910, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1356325746, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1345143765, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1356457174, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1344258487, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1350279748, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1357326210, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1345992833, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1349155903, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1368487328, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1360601187, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1370433867, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1372229159, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1374201924, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1362559944, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1369138509, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1366195083, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1374526173, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1379127353, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1371544152, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1368806511, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1369802356, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1379312873, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1389598250, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1374488175, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1371338964, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1384744495, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1385074705, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1373627335, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1384268999, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1386062801, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1379115880, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1392472982, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1384982914, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1384573579, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1372680217, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1385165900, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1385726482, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1380501390, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1387076974, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1383683681, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1386138797, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1384820640, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1344149411, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1321061999, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1319976449, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1318971068, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1328241378, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1311348081, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1317000091, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1330300421, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1313312799, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1329732090, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1324677616, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1321748048, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1329216212, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1327290684, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1324199885, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1330140382, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1341368705, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1331212074, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1330258846, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1333929747, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1343797445, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1337259561, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1335535645, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1341580302, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1359903067, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1340320557, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1346984059, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1344224960, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1348396391, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1347766817, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1355576068, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1344275326, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1355327964, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1350922137, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1350307167, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1355679482, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1354550570, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1353392303, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1352515668, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1353921741, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1351109445, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1359865814, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1353371143, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1356250942, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1368748397, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1346825063, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1360441297, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1356600970, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1352918148, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1363637149, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1322430670, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1313318312, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1305300295, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1302217841, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1313103586, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1299655139, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1309228987, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1296383590, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1302186698, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1307669282, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1308746785, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1317295134, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1308877170, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1330394447, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1321563274, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1319666803, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1330560297, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1326210052, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1321629435, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1338002086, device='cuda:0', grad_fn=<DivBackward0>)
