tensor(0.2712446153, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1689551175, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1602744758, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1559592634, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1532173157, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1518756747, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1540340334, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1507646739, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1513179690, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1509687006, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1509086192, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499592662, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496621668, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1483875364, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487401128, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1495332569, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1501853317, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1491322964, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1472757459, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1474620998, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484607756, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488610357, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488534808, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496814787, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484549046, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1478148550, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1485150754, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486014873, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488461792, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492339820, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499857455, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1500888914, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1501501948, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1491586715, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492177248, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1495449841, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1493005306, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1502408087, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492107511, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494851410, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1482685208, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1483261585, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484601051, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1503372490, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1473062336, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484902501, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1481634825, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1493073106, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1475180537, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492311954, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1485405415, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1489520967, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1473726630, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484775543, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488184631, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1498046666, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1489577591, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487307698, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1483556330, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487530917, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1469342411, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488798410, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1479266733, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492309421, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488482058, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1472187489, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496896744, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487970650, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487462670, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487575620, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1498033404, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488199532, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484998167, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1491852999, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496898532, device='cuda:0', grad_fn=<DivBackward0>)
