tensor(0.2659813166, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1700545400, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1609103382, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1574971229, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1547120810, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1550652087, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1539629400, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1519319713, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1523230821, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1511874199, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1520065218, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496966630, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499361098, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1497744918, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1502677500, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488519758, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1485778093, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1490675062, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1480497718, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487247497, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1481283605, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487504542, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1470824778, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1485000998, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1481565088, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1483250409, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484961659, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1471536309, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1468318552, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1493791491, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1470245421, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1472330391, device='cuda:0', grad_fn=<DivBackward0>)
