tensor(0.2788688838, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1788783669, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1703121215, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1663613915, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1637850553, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1636172682, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1631091982, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1616420150, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1620167196, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1624411494, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1638083905, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1631276160, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1621746421, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1602170318, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1606982648, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1616146564, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1614242494, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1594488621, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1601941139, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1593686640, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1593333036, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1586528271, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1589108258, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1588742435, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1584556997, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1566676944, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1587409228, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1586636901, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1584887058, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1593639851, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1579934508, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1589635313, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1577421576, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1578990817, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1574601382, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1580293775, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1581904888, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1589667052, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1583517790, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1580753773, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1582851559, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1577103287, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1595238745, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1576423198, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1580104977, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1587527543, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1573210508, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1581958681, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1582775712, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1586184800, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1574287117, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1581909508, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1575740278, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1572450995, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1564753056, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1583565474, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1567924023, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1574594229, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1582645327, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1573556066, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1569697559, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1580440700, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1585050821, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1607182920, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1592686176, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1597545445, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1584574431, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1589825600, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1585475504, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1586475968, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1594442725, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1602951288, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1592258662, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1583848149, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1606030613, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1587866545, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1613140106, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1597484946, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1588192582, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1600941867, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1593889892, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1601054817, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1605363935, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1610240638, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1607006639, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1602626741, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1599891633, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1608022451, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1595209092, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1609638631, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1595655829, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1602827907, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1616494209, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1599837989, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1589900106, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1605653018, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1607258171, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1606481671, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1609489918, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1616519243, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1528817713, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496235877, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1476663500, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1475142539, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1470482796, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1464098692, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486087143, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1474674344, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1483725756, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1466599405, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1467023939, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1470082849, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1483875364, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487053186, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1467676610, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1473587006, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1497614980, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484149247, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1480675638, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1489465386, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1476096809, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1490824521, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1481536627, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486013532, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1490656734, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492373347, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1491471380, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496556252, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486572623, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1490901411, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1498785466, device='cuda:0', grad_fn=<DivBackward0>)
