tensor(0.2743857801, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1730908304, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1643803269, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1609662026, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1571192145, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1566643715, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1559686363, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1541532278, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1534488648, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1523442715, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1531320512, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1525290906, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1509277821, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1509263963, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1510031223, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1498063803, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1515066177, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1513840109, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1497379541, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1510223746, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1502634585, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1511229575, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1526123881, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1523950547, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1505544782, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1512244791, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499246061, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1491253823, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1507491022, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1519296914, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1509773284, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1520418972, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1507545710, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1511350721, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1508989334, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1513539106, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1503245384, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1512447447, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1512710750, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1509647071, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1501096189, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1512936503, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1511344761, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499781013, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1504355967, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1506113410, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1508107483, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1511241198, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499228328, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1510411650, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1500039101, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1498115510, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1503482759, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1498319954, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1503278315, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1518752873, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499430835, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499337256, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488010734, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1511775404, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1503800452, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1495448351, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1506846398, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1512504667, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1500632614, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496787667, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1497863233, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1507881433, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1506006569, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1507346034, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1501570493, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494019479, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1512918323, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1493582129, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1508480459, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1505011022, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492911279, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484695077, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486107558, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494950950, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1504265219, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499972343, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1508561373, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494387984, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487707496, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1503582746, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1509040147, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1505747437, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492083669, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1505929679, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492023319, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1503824592, device='cuda:0', grad_fn=<DivBackward0>)
