tensor(0.2700257301, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1681623757, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1592015177, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1566232443, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1538503617, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1521229595, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1512329876, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1503166407, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1512582749, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1514738053, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1519448608, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1506610215, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486523896, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494278461, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492708176, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1501638293, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1508266926, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1512279510, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492358744, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488891095, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496325135, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1493422091, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487977207, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487074494, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1490224898, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1500944793, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1495053768, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492561400, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1507571638, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1514374465, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1506933570, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488255560, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1495934129, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492981762, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1498247087, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1501977891, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1490467638, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1490324438, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1500824839, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1493868083, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1511351466, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487869620, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496712714, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1502030045, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487069130, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1498782486, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1493939608, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1506108791, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1497387886, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1497193724, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1500958353, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1512033194, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1503051817, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1500835717, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499909163, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1515609175, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1502199769, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1512584090, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1510806829, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1511296034, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1504157782, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1506412178, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1527167261, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1501223743, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1512804478, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1514211446, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1514953524, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1511666328, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1505358815, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1509422064, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1508681327, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496592313, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1512900144, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1510149986, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494323164, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1510463357, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1508973092, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1515436471, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496942192, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1505947411, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1510664523, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1504450142, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494182199, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1505273283, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499157250, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1509754807, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1500126421, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1520105898, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1515910774, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1511323899, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496513486, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1502381563, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1511052698, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1516045332, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484897584, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1504283845, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1505301446, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1503404379, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499534845, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1505614817, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1412837654, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1389447749, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1374026835, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1367264390, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1368775219, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1376752108, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1357355714, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1378190368, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1368819624, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1376886666, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1378359199, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1370241046, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1381655484, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1385659128, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1385524720, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1382199824, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1387381256, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1376735121, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1379321963, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1382628530, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1381540895, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1379640251, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1397815794, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1390392035, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1397830248, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1395723224, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1397982687, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1390294880, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1394154280, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1395912170, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1406397372, device='cuda:0', grad_fn=<DivBackward0>)
