tensor(0.2689912021, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1664053202, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1592057049, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1547796279, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1527691036, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1526224613, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1522321850, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1512333304, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1505416483, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1508921236, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1513952017, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1513176411, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1497548074, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1501478851, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1504590958, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1495979130, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1500032991, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487339586, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1485324949, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494345069, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1489828974, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492412537, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1493579596, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1498764604, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492608786, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484871358, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1478084028, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486639231, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492818296, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486693323, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1495437473, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1489568055, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1503717899, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1483841687, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1489878446, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496734470, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487610340, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1490723193, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1467009336, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488880962, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1477619410, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1491183043, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494488120, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484351456, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484265625, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487026066, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1476179212, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1483703107, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1474463642, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1476503462, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1475852281, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1482810527, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1482424140, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1473892331, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1469232291, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487238109, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1468159258, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1473199427, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1463667005, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1477718055, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1477165520, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1479722559, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1475834548, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1480827928, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1474648267, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1472459733, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1467956901, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488393843, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1471831053, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1475460529, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1482099891, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1480782479, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486116946, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1468232423, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1475332528, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1471375227, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1469493955, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1468055844, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1469651461, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1480418593, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1469480693, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1470081657, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1477372199, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1472443640, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1464779377, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1476827115, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1465467066, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1479233354, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1470332593, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1467230767, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1464725435, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1485692859, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1476287246, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1456110626, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1475644708, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1471240371, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1467761546, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1468437761, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1463776082, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1472184956, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1383937746, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1347005665, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1336454749, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1325187981, device='cuda:0', grad_fn=<DivBackward0>)
