tensor(0.2908687294, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1986905783, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1887010038, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1851005703, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1821313649, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1814288348, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1780585349, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1763799787, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1766152978, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1755477488, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1745262593, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1730194688, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1742501408, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1742689610, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1738091856, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1733425856, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1723878533, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1733319461, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1725077927, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1721861362, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1732233167, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1720433980, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1706386954, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1717908531, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1710330099, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1723435372, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1717069745, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1704510450, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1707363427, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1716828942, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1720029563, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1704978347, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1716095209, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1705740988, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1718326360, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1704122573, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1712490916, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1704548001, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1708320230, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1708327085, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1710943580, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1705855578, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1704048812, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1706558615, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1709589511, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1700669974, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1698322594, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1704272032, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1690221429, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1702513993, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1692932099, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1695425063, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1700698733, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1700575352, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1681687981, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1708729416, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1694474518, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1706923842, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1706528813, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1695585847, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1711744070, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1697539687, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1708068997, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1715453863, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1714390963, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1702565998, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1708667278, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1711188853, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1689568609, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1703774035, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1700098217, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1693144441, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1704167426, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1692232639, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1708490849, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1709640920, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1685027033, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1690505445, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1699761003, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1697690189, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1700730026, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1693819761, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1703286171, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1701627076, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1696333885, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1696725637, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1708989888, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1710374653, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1699347347, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1680750400, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1690911055, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1699855924, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1699116081, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1693433225, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1697894782, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1698149890, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1697748154, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1693402380, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1699210554, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1701159030, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1632917225, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1598801911, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1580305845, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1574889123, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1567438841, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1576112062, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1561668664, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1570588797, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1577651203, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1564209759, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1563479453, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1570405960, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1574553400, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1585388780, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1566114575, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1574490964, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1582480222, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1571552604, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1557157189, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1588770300, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1581884623, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1567664891, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1581094116, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1586163789, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1588119268, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1593718231, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1590104699, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1582020670, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1592828184, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1593048573, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1593015343, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1587826312, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1592138261, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1603403240, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1599161625, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1581701487, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1587935984, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1588446647, device='cuda:0', grad_fn=<DivBackward0>)
