tensor(0.2688906193, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1691560745, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1625314951, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1574258804, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1563520283, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1557886153, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1548751444, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1521647871, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1519787312, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1523887813, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1509605348, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1520248652, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1521442235, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1503325850, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1519962251, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1504392326, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496036798, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1506957561, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1502322406, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1508277655, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1491907090, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1506384164, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1489103287, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1508809775, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1493889242, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1513841897, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1506395191, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1495873332, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492076814, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1504377276, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499090046, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492211670, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484473050, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1502558440, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1501275450, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496178657, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494902521, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496149451, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1493734717, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1497881413, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1498637497, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1485204399, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1479843557, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1491085142, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487746984, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488081813, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1482644826, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1479507685, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1480274945, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1480018795, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1480637789, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1476070732, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494486630, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1491661817, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1485245079, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486769021, device='cuda:0', grad_fn=<DivBackward0>)
