tensor(0.2679253817, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1663029939, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1605823487, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1564799249, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1547313929, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1544686109, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1526828855, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1503329426, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1500817090, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1490945518, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494924724, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1478635669, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1490371674, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488639861, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1501490325, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1497252584, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1498900205, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488205940, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492380202, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1491762102, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1493261307, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492249221, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1491742879, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1491695642, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494754404, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494871229, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1491090655, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484587193, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1482685059, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1493091434, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1495681554, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1498473138, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1482855231, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1485881060, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1501906067, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1490672529, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1491457373, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1483914256, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494270563, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1501663774, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1491366923, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488269269, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1482683718, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1500955373, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492720097, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486234069, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494011283, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1495207697, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1485545933, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488218457, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494986415, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1493416876, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484187692, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494627297, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1483081281, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488445848, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1481924951, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1503104866, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1478801668, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1481458098, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484212875, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1467991620, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1478731334, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486250460, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1480216533, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1483073533, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1477864683, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1489611417, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1483444721, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1478935331, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1480772495, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1479266584, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1482628733, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1485805064, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486193091, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487937272, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1468836069, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1481190771, device='cuda:0', grad_fn=<DivBackward0>)
