tensor(0.2692623734, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1673568785, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1588997543, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1555459648, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1536829919, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1520143598, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1514714062, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1505407393, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1507763714, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1504138708, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1493241340, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486782432, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1498288959, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487215459, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1504239589, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484570503, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496906877, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1489107758, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1485444605, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1489218920, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1490464211, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1501255333, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1485371739, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1501025409, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1491985172, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1508543193, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494124681, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486424208, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1498571336, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1502241492, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1501280218, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1511024237, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1502851546, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1495704800, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1489240378, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1495683789, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1503508091, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1497440040, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1503077745, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494420022, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492814273, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492970437, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1497364938, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1486953497, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1495184302, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496599168, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1501534879, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1500488073, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496966481, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1489908695, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1495889574, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496398002, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1490169615, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1484547108, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1480542123, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496406645, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1482814252, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1497155279, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1481499970, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1476027369, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499413103, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1494008452, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492920220, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499103159, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1490792185, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1493733972, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1491275877, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1498715132, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496150494, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1495711058, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1503610909, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1502648294, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1498758495, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1500628740, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492767185, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1498037428, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1478041261, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1500335485, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499728411, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496268213, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1511217654, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496201009, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1490388811, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1502287686, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499644369, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1515273452, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1495187432, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1497742087, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1492280513, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1505787224, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499274224, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1504604816, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1503258795, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499208659, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1488336027, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1499254555, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1487899572, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1490465999, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1491018534, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1496613920, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1405256838, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1379016638, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1370975077, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1368443370, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1353526264, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1359690875, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1348295212, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1361515373, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1362872422, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1362040043, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1371096224, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1357207149, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1362869740, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1378956139, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1372155100, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1375284642, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1365556121, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1375326514, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1357198209, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1389725953, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1378301531, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1371798813, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1383875012, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1385114044, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1374880522, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1383805871, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1387051493, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1392505169, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1398019791, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1387096941, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1383158565, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1394516677, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1378916949, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1397463083, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1392088830, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1391508579, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1390122771, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1397251636, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1385078877, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1400960386, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1408935338, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1384909749, device='cuda:0', grad_fn=<DivBackward0>)
tensor(0.1395851672, device='cuda:0', grad_fn=<DivBackward0>)
